"","id","neweth","q1a","q1b","q1c","q2af","q2acf","q2bf","q2bcf","q2cf","q2ccf","q3a","q3b","q3c","q4a","q4b","q4c","q5af","q5acf","q5bf","q5bcf","q5cf","q5ccf","q6a","q6b","q6c","length","pt2_a","pt2_b","pt2_c","pt2_d","pt2_e","pt2_f","pt2_g","pt2_h","pt3_1","pt3_2","pt3_3","pt3_4","pt3_5","pt3_6","pt3_7","pt3_8","pt3_9","pt3_10","pt3_11","pt3_12","pt4_a","pt4_b","pt4_c","pt4_d","pt4_e","pt4_f","pt5_a","pt5_b","pt5_c","pt5_d","pt5_e","pt5_f","pt5_g","pt5_h","pt5_i","pt5_j","pt5_k","pt5_l","p6_1","p6_2","p6_3","p6_4","p6_5","p6_6","p6_7","p6_8","p6_9","p6_10","p6_11","p6_12","pt7_a","pt7_b","pt7_c","pt7_d","pt7_e","pt7_f","pt7_g","pt7_h","pt7_i","pt7_j","pt7_k","pt7_l","pt7_m","pt7_n","pt8_1","pt8_2","pt8_3","pt8_4","pt8_5","pt8_6","pt8_7","pt8_8","pt8_9","pt8_10","pt8_11","pt8_12","pt8_13","pt8_14","pt8_15","pt8_16","pt8_17","pt8_18","pt8_19","pt8_20","pt8_21","pt8_22","pt8_23","pt8_24","pt9_a","pt9_b","pt9_c","pt9_d","pt9_e","pt9_f","pt9_g","pt9_h","pt9_i","pt9_j","pt9_k","pt9_l","pt10_wb","pr10_wg","pt10_wp","pr10_wh","pt10_wn","pt10_ab","pr10_ag","pt10_ap","pr10_ah","pt10_an","pt11_a","pt11_b","pt11_c","pt11_d","pt11_e","pt11_f","pt11_g","pt11_h","pt11_i","pt11_j","pt11_k","pt11_l","pt11_LR","pt11_m","pq12_a","pq12_b","pq12_c","pq12_d","pq12_e","pq12_f","pq12_g","pq12_g2","pq12_h","pq12_h2","last24mj","weeklymj","filter_$","st_a","st_b","st_c","st_d","st_e","st_f","st_g","st_h","st_i","st_j","st_k","st_l","D_ASIS","racemiss","eth_id","qual_p1","qual_p2","qual_p3","qxq1","qxq2","qxq3","negc_p1","negc_p2","negc_p3","pt4_dr","pt4_fr","pt1","pt2","pt3","p3_1r","p3_3r","p3_6r","p3_10r","p3_11r","p3_12r","anx1","anx2","anx3","p6_1r","p6_3r","p6_5r","p6_7r","p6_9r","p6_11r","negatt1","negatt2","negatt3","ster1","ster2","ster3","realth1","realth2","realth3","symbth1","symbth2","symbth3","pt11_ar","pt11_cr","missing","st_ar","st_er","st_gr","st_fr"
"252",362,1,10,9,10,50,5,15,0,30,2,10,10,10,10,1,8,50,5,1,0,20,1,10,1,8,13,4,10,10,9,10,10,7,7,4,8,6,7,5,4,6,1,7,8,9,8,8,5,6,3,5,4,10,2,3,1,2,7,10,1,2,3,3,3,2,9,1,8,0,7,0,8,0,9,0,8,1,0,1,2,2,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,5,7,8,0,0,1,5,4,1,4,3,6,2,1,4,4,4,3,4,5,4,5,0,7,9,2,8,8,7,6,3,9,1,18,2,1,NA,2,3,105,1,10,1,1,1,90,0,0,0,10,49,80,0,0,3,15,12,-0.210456785643678,0,20,14,19,20,126,19,20,6,1,3,6,5,13,12,10,5,3,5,1,0,1,23,17,9,7,8,9,9,9,9,32,33,35,0,49,42,0,0,2,7,0,4,5,5,0,0,36,1,8
"253",363,1,10,5,5,20,5,1,0,5,0,10,5,5,10,10,10,20,5,1,1,5,5,10,5,5,24,2,10,10,3,10,10,7,5,5,5,5,5,5,5,5,0,5,5,5,9,5,0,0,0,9,0,5,5,5,5,5,5,5,5,5,5,5,5,0,9,0,9,0,5,0,9,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,9,2,2,5,5,9,9,5,2,5,5,5,6,6,6,6,6,1,4,4,4,4,0,0,5,5,6,9,9,6,9,9,9,5,4,9,1,29,2,1,1,1,4,8,3,10,1,1,1,45,10,10,25,25,45,45,25,10,25,25,25,-0.916172754820891,0,18,12,13,20,60,130,100,0,0,0,9,9,5,9,18,4,4,4,4,4,0,18,14,13,9,9,9,9,9,9,36,32,32,45,80,75,2,0,0,9,0,5,9,4,0,0,24,0,0
"254",364,1,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,8,6,NA,NA,NA,NA,NA,NA,10,6,3,60,7,10,10,5,9,9,5,8,7,6,6,7,6,8,3,0,1,6,7,6,4,2,2,4,2,7,8,3,4,3,NA,8,8,3,2,NA,9,9,3,5,5,7,5,5,5,7,0,5,0,5,9,4,3,7,7,3,3,0,9,4,0,9,0,7,1,0,7,0,1,0,0,1,0,0,NA,0,6,5,7,5,0,5,1,2,0,4,5,5,9,1,2,2,3,2,9,0,0,0,3,1,4,4,4,4,4,4,4,4,4,4,9,0,9,1,0,6,0,0,0,7,0,NA,NA,9,1,18,1,1,5,1,6,NA,6,NA,0,0,1,72,3,8,6,NA,16,72,0,0,0,27,9,-0.124037557361125,0,1,17,15,18,170,120,108,30,19,16,5,2,6,7,4,2,3,1,3,2,3,18,10,9,6,4,4,4,9,9,22,20,28,17,16,63,8,2,NA,23,8,14,0,0,0,0,NA,0,21
"255",365,4,10,2,1,25,6,7,0,2,0,10,1,1,10,7,7,20,3,7,2,4,2,10,7,7,48,7,10,0,8,10,10,5,10,7,3,8,0,0,8,0,0,2,5,9,7,7,8,7,5,9,0,9,1,1,1,3,10,10,1,3,4,1,1,0,9,0,9,0,9,0,9,0,5,0,9,7,5,4,6,2,6,2,1,5,5,1,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,0,0,5,0,9,0,0,0,0,5,9,0,0,5,3,0,1,4,4,4,4,1,4,4,4,4,0,9,0,9,5,5,7,3,5,7,2,5,4,9,4,20,3,4,5,2,6,NA,6,NA,0,0,1,81,0,0,0,0,50,90,0,0,20,3,0,-0.628234225873934,0,36,17,8,20,34,56,140,24,19,14,4,9,15,11,18,2,1,1,4,0,2,6,1,8,9,9,9,9,9,9,36,36,32,0,50,6,0,0,0,10,5,5,9,9,0,0,72,0,4
"256",366,7,9,10,8,NA,NA,NA,NA,NA,NA,10,7,8,10,9,8,NA,NA,NA,NA,NA,NA,8,10,9,216,10,10,0,8,10,6,10,10,9,2,9,0,9,9,9,0,0,6,9,9,9,9,9,0,9,0,9,1,2,2,3,10,10,1,1,2,1,3,0,9,0,9,6,4,8,1,6,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,0,0,0,0,0,0,0,9,0,4,4,5,3,5,6,3,2,6,7,9,7,3,4,1,5,6,7,3,2,7,7,8,9,6,4,3,2,2,2,2,3,1,1,1,1,1,4,3,9,4,3,9,2,9,0,9,7,2,7,4,7,18,1,1,5,2,6,NA,6,NA,0,0,1,45,6,14,6,6,70,70,8,9,12,4,9,0.387368008214286,0,12,20,8,16,200,72,160,45,45,27,9,9,18,18,18,0,0,0,3,0,0,2,18,3,9,9,3,1,3,9,36,9,30,26,87,17,0,9,13,17,24,15,5,0,0,8,56,2,2
"257",367,1,10,9,9,15,15,3,1,5,2,10,10,10,10,1,3,10,5,2,1,2,1,10,0,2,42,8,10,10,10,10,10,7,9,5,5,4,3,4,6,3,3,5,2,9,7,4,0,0,0,0,0,8,1,1,3,4,5,8,2,2,3,3,3,0,7,0,9,0,8,0,9,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,5,0,0,4,0,0,0,9,4,0,1,7,8,9,0,0,2,5,3,4,4,4,4,4,4,4,4,4,4,9,7,9,1,5,9,9,6,6,9,9,5,4,9,1,18,1,1,1,2,4,14,6,NA,0,0,1,72,4,0,3,28,40,72,0,0,6,15,9,-0.458611330256351,0,8,18,20,20,162,20,0,0,0,3,9,9,4,9,9,4,5,3,7,0,2,17,13,14,9,9,9,9,9,9,34,35,34,7,40,39,0,0,0,13,5,4,0,0,0,0,14,0,6
"258",368,1,10,5,7,10,8,2,0,2,1,10,3,3,10,5,10,10,8,1,1,2,1,10,6,6,86,6,10,10,10,9,8,6,7,6,6,7,5,4,6,4,4,4,6,7,7,5,6,5,1,6,1,9,2,2,3,8,7,6,1,1,3,4,1,0,7,2,8,0,7,0,7,0,7,0,7,2,1,1,1,1,0,1,0,1,0,0,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,4,1,9,0,1,2,4,4,7,0,0,2,4,2,3,3,3,3,3,3,3,3,3,3,7,6,6,7,1,5,8,4,4,9,7,5,4,9,1,18,4,3,1,2,5,72,6,2160,0,0,1,81,0,2,6,32,28,42,0,0,6,16,2,0.411562422387533,0,18,16,20,17,80,100,102,6,2,4,8,8,11,13,14,3,2,3,3,2,2,16,15,11,9,7,9,9,9,9,31,32,32,8,28,34,4,4,4,8,8,7,2,3,0,0,15,10,20
"259",369,1,10,10,8,13,7,7,4,4,3,10,8,6,10,9,7,10,5,3,1,0,0,10,7,5,8,8,4,10,5,8,4,5,9,8,8,7,2,1,9,0,0,0,9,9,9,7,6,0,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,9,0,8,0,9,0,9,0,9,2,2,0,1,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,7,0,9,0,7,9,0,7,0,7,0,0,5,1,4,0,9,0,0,0,5,7,7,0,0,0,5,2,4,4,4,4,4,4,4,4,4,4,3,4,5,2,0,6,9,0,9,9,7,5,4,5,1,22,1,1,3,2,4,50,1,15,1,1,1,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,-1.18312027377433,0,16,12,15,12,120,135,84,6,2,3,9,9,13,9,18,1,2,0,0,0,0,13,1,0,9,9,9,9,9,9,36,35,36,0,NA,NA,0,0,16,23,7,10,6,4,0,0,NA,NA,NA
"260",370,1,10,5,2,50,10,5,1,3,0,10,9,5,10,5,4,20,10,3,1,3,1,10,5,3,60,6,10,10,5,7,8,4,8,5,6,3,7,3,5,5,3,6,4,7,5,3,3,1,4,2,3,7,1,3,3,2,6,5,3,2,4,8,6,7,7,3,8,2,5,5,4,1,8,2,5,7,2,2,7,3,1,2,1,5,1,0,7,0,2,1,0,0,0,0,0,0,0,1,0,1,0,6,1,2,5,0,7,0,6,5,6,6,6,9,0,1,0,9,9,9,0,1,1,3,2,3,4,4,6,5,3,4,5,5,5,5,6,6,4,7,8,8,4,7,8,7,8,1,9,1,18,3,1,1,2,4,14,1,12,1,1,1,63,0,3,0,18,54,45,0,2,4,24,12,0.00279952189127464,0,17,16,15,15,80,75,75,21,10,9,5,6,6,6,8,4,6,4,5,2,4,23,15,17,2,6,7,4,8,7,23,20,28,3,56,60,1,0,2,14,13,23,4,3,0,0,0,0,0
"261",371,3,10,9,5,20,10,10,5,30,8,8,8,8,4,9,10,10,6,15,10,30,15,4,8,10,24,8,10,10,8,9,9,9,8,7,2,6,0,1,8,0,0,0,5,8,7,2,0,0,4,2,3,6,3,6,1,3,8,8,2,2,4,3,5,0,4,1,8,0,7,0,6,0,7,0,7,2,3,2,0,1,1,1,0,1,2,2,2,0,0,1,1,1,1,0,0,1,0,0,0,1,0,6,7,2,6,0,6,1,1,1,4,4,0,7,0,3,2,5,4,6,0,0,4,4,3,4,4,3,3,4,3,4,3,4,3,7,2,5,5,2,6,6,3,7,7,5,6,3,7,3,18,2,3,5,2,4,48,5,48,0,0,1,42,0,18,2,15,32,48,0,0,16,12,15,-0.280798201525598,0,13,18,18,18,162,162,144,8,5,4,5,6,2,5,8,2,3,1,4,1,2,7,2,7,9,8,9,9,9,9,29,31,32,20,32,39,4,1,1,21,8,9,2,4,0,10,32,9,15
"262",372,4,10,1,3,10,5,0,0,3,0,10,2,3,10,10,10,15,6,10,5,6,0,10,10,10,108,9,10,10,9,9,8,6,5,7,5,5,3,1,7,0,0,0,7,7,9,7,8,7,1,9,1,7,1,5,5,5,6,6,3,1,3,3,4,0,7,0,8,1,7,0,8,0,9,1,8,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,2,0,6,0,9,2,3,4,7,7,5,0,0,2,5,4,4,4,4,5,3,4,4,4,3,4,7,5,4,3,3,9,5,5,7,8,9,6,3,9,4,19,3,1,3,2,3,24,3,24,1,1,1,63,2,15,20,35,42,30,0,0,6,15,16,0.412487199354062,0,15,19,19,17,19,190,170,2,1,1,8,8,15,15,17,2,4,2,2,2,0,14,3,4,9,9,8,9,9,8,33,32,34,37,42,46,0,0,0,8,5,8,2,5,0,0,12,20,10
"263",373,1,10,8,8,8,4,0,0,3,1,10,4,4,10,10,10,10,6,0,0,9,5,10,7,10,2,0,10,10,3,10,10,2,2,9,0,8,1,0,8,0,0,1,9,9,9,3,3,0,5,5,2,7,3,4,5,5,4,6,2,2,3,6,8,0,6,0,9,0,7,0,9,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,9,0,2,0,1,0,0,0,1,3,0,9,0,0,2,9,9,9,0,0,2,5,3,3,6,6,5,4,2,4,4,4,4,7,0,9,2,3,9,9,7,6,9,7,7,2,9,1,22,1,1,5,2,5,72,5,72,0,0,1,63,0,0,10,45,36,54,0,0,6,30,24,-0.632569364185438,0,4,10,13,20,80,130,140,0,0,0,4,7,6,4,12,0,1,1,0,0,0,2,1,1,9,9,9,9,9,9,33,34,32,10,36,84,2,0,1,11,1,4,2,0,0,0,0,0,0
"264",374,1,10,6,3,12,4,2,0,0,0,10,4,2,10,3,4,20,5,0,0,3,1,10,3,4,12,2,10,10,7,9,9,1,2,7,3,6,2,5,7,1,1,4,7,8,7,4,2,2,3,3,2,8,3,2,3,7,9,8,4,2,6,5,3,2,7,1,8,1,7,2,9,0,6,0,8,0,2,1,0,0,0,1,0,0,1,0,0,0,0,2,1,1,2,1,1,2,1,2,0,2,1,5,0,5,5,5,3,0,2,5,5,5,1,9,2,1,6,7,5,7,1,1,2,5,4,3,5,4,5,4,4,4,4,4,3,8,1,8,2,5,7,6,4,6,8,7,6,3,9,1,18,3,3,2,2,3,36,6,NA,0,0,1,72,6,2,18,49,45,56,4,2,12,25,12,-0.424577412315045,0,5,12,17,18,72,51,54,3,2,0,6,7,6,8,10,2,3,2,2,1,2,10,9,9,7,8,8,7,9,9,30,31,32,26,51,62,6,5,5,15,10,16,1,1,0,0,8,6,8
"265",375,1,10,10,10,12,5,5,0,7,0,10,10,10,10,4,7,20,2,5,2,7,2,10,10,10,36,6,10,10,7,10,10,5,6,7,5,6,6,5,4,6,5,6,5,6,7,5,1,1,6,1,7,9,1,2,2,1,7,5,1,1,1,4,2,2,7,1,8,3,8,1,8,3,3,0,8,7,7,6,8,5,5,6,2,1,7,7,9,0,7,0,0,0,3,0,6,0,3,4,0,0,0,3,9,5,5,0,2,1,0,0,0,9,5,9,3,4,2,4,5,7,1,2,2,3,1,1,3,3,4,3,1,2,3,3,3,5,7,3,5,7,7,3,6,1,6,6,6,3,9,1,19,4,2,2,2,6,NA,6,NA,0,0,1,81,3,8,4,4,35,35,1,2,2,12,2,-0.203574181327781,0,22,16,17,20,160,68,200,33,21,23,3,2,6,4,3,2,3,5,4,3,2,16,21,15,7,8,6,8,6,9,30,30,26,15,38,26,3,9,4,22,3,14,4,6,0,0,50,12,16
"266",376,1,10,10,6,20,3,4,0,2,0,10,7,4,10,10,6,30,3,5,1,2,1,10,10,8,40,4,10,10,5,8,5,6,3,4,2,5,5,4,6,3,3,4,5,6,4,0,0,0,5,0,3,4,2,5,4,2,8,4,6,2,4,7,8,0,0,5,6,0,3,3,7,0,7,2,1,1,3,1,1,6,5,5,0,4,6,6,4,6,8,0,0,0,0,0,3,1,5,2,0,2,0,2,9,2,9,0,5,0,0,1,0,6,5,9,2,0,3,5,7,9,2,0,0,5,0,1,2,2,3,2,3,3,4,4,3,9,0,8,0,6,8,9,5,8,9,9,6,3,9,1,18,4,1,1,2,3,27,1,1.5,1,1,1,36,4,0,12,10,56,36,12,0,0,35,0,-0.185123687939814,0,1,14,15,13,140,150,130,12,20,24,4,6,0,4,6,5,4,3,4,3,5,16,13,16,9,4,9,6,9,7,19,25,24,16,68,70,0,9,4,22,5,12,0,1,0,0,36,0,6
"267",377,1,10,7,6,30,10,5,0,5,4,10,7,7,10,6,9,30,15,5,2,10,6,10,6,10,120,9,9,9,9,7,8,1,5,6,5,5,6,6,4,2,3,4,6,6,7,1,1,0,3,1,6,7,7,2,3,2,3,9,2,2,3,4,1,1,5,2,8,5,3,2,7,2,3,2,7,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,6,1,2,0,1,1,2,4,3,7,1,9,0,0,3,3,9,9,0,0,2,2,2,4,4,4,4,4,4,4,4,4,4,7,4,7,5,6,6,6,4,6,8,5,7,2,8,1,18,2,3,1,2,6,NA,6,NA,0,0,1,63,0,0,9,6,27,81,0,0,6,8,2,-1.15660611266407,0,13,18,18,15,126,108,90,2,1,2,6,3,2,6,4,3,4,5,3,3,2,18,16,12,8,7,4,7,7,7,28,21,24,9,27,18,2,1,2,10,4,15,2,2,0,0,54,0,0
"268",378,1,10,2,9,10,5,3,0,3,1,10,8,8,10,2,3,10,7,5,0,3,1,10,1,3,36,2,10,10,10,7,7,0,3,4,3,3,6,4,6,6,1,4,8,7,8,3,2,2,1,1,4,8,1,3,1,1,8,8,1,1,1,2,2,0,7,0,9,0,7,3,7,0,7,0,7,3,1,0,1,1,0,0,0,0,0,0,1,0,7,1,0,3,4,0,1,2,0,0,0,0,0,0,3,5,5,0,5,1,3,0,5,4,2,9,0,0,0,3,9,9,0,1,3,5,3,4,4,4,4,4,4,4,4,4,4,4,1,1,2,6,8,8,3,5,5,4,5,4,8,1,18,3,1,3,2,5,144,3,144,0,1,1,72,0,0,0,3,72,72,0,1,3,10,6,0.267520791760255,0,16,12,20,14,24,40,14,6,0,8,8,5,5,10,6,5,6,3,1,2,1,20,14,8,9,9,9,6,9,9,34,29,32,0,73,26,8,3,0,13,9,11,5,8,0,0,60,0,0
"269",379,6,10,10,10,10,2,5,0,10,2,10,10,10,8,8,10,15,3,3,0,20,4,8,8,10,57,6,10,10,6,10,5,0,0,7,0,7,2,0,8,5,0,0,8,8,9,2,2,2,7,2,5,8,1,5,9,9,9,5,5,5,5,7,5,0,5,0,5,0,5,5,5,5,5,5,5,5,0,0,5,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,7,7,7,0,2,5,5,3,4,4,4,4,4,4,4,4,4,4,7,5,6,4,5,9,9,3,4,9,7,6,3,9,6,18,4,1,4,2,5,336,1,10,1,1,1,56,0,15,27,63,63,35,0,10,25,35,15,-0.118548079457968,0,14,16,16,15,160,128,120,15,0,10,2,4,4,4,6,2,2,1,1,1,0,6,6,2,9,9,9,4,4,4,28,23,18,42,73,85,0,0,0,0,0,0,2,3,0,6,4,12,4
"270",380,3,5,8,10,5,1,12,4,16,6,10,6,5,4,8,10,0,0,5,1,30,6,2,7,10,12,8,10,10,10,7,7,8,10,7,7,7,2,5,8,5,2,2,7,9,8,5,2,3,5,5,6,9,1,3,1,9,9,1,1,2,2,1,3,2,8,1,9,2,9,5,9,1,6,1,8,1,1,1,0,0,0,0,0,0,1,0,0,0,5,4,3,3,3,3,3,3,1,6,1,1,1,1,0,1,3,3,3,2,1,1,3,3,6,9,0,5,1,9,5,9,0,0,3,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,8,4,4,4,4,9,0,9,3,19,2,3,5,2,5,144,6,NA,0,0,1,81,0,15,1,81,45,9,0,0,6,5,9,0.166738900878514,0,18,18,20,14,144,160,98,3,1,5,4,3,7,7,8,2,2,1,2,0,1,13,13,5,7,8,7,4,8,8,32,29,30,16,45,19,13,10,9,5,9,13,5,5,0,0,0,0,8
"271",381,1,10,9,8,30,3,5,1,10,4,10,6,5,10,10,10,10,2,6,1,12,4,8,7,6,18,7,10,6,8,9,7,9,7,8,1,8,0,0,9,0,0,0,6,3,1,1,1,1,6,4,5,5,3,7,4,2,8,5,3,3,9,6,8,1,6,1,5,0,5,0,5,0,2,0,2,3,1,0,2,0,0,2,0,2,3,0,0,0,4,0,0,6,0,0,5,7,1,5,0,4,0,6,8,4,4,1,6,0,2,5,1,2,1,7,4,1,1,4,7,8,0,2,4,3,1,3,4,2,4,2,4,4,3,2,4,7,3,6,1,6,8,7,4,5,9,8,5,4,9,1,18,2,3,5,2,5,60,1,12,1,1,1,35,12,7,4,8,56,40,0,6,36,18,8,-0.674262642146902,0,9,17,14,16,153,140,112,6,7,4,3,4,2,4,8,1,1,0,3,6,8,3,0,17,8,8,9,9,9,9,27,28,22,23,62,44,6,13,9,22,9,9,2,3,0,12,45,6,6
"272",382,2,10,7,5,12,3,1,0,1,0,10,6,6,10,6,6,NA,NA,0,1,4,0,10,4,4,252,6,10,1,2,10,10,0,8,6,5,5,6,6,5,5,5,6,6,3,3,2,0,0,3,4,3,6,3,3,4,3,6,5,3,3,6,5,2,0,5,0,9,0,4,0,8,0,8,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,5,0,7,0,0,1,3,8,1,9,0,1,3,5,4,9,0,6,3,5,5,3,4,4,2,3,3,4,4,2,3,7,4,5,5,8,9,9,7,8,9,9,7,2,9,2,21,4,1,3,2,5,170,1,4,1,1,1,54,0,3,12,15,24,45,0,18,18,25,10,-0.962475804693663,0,15,16,3,20,112,18,80,1,0,0,6,6,2,6,10,3,4,4,3,6,6,18,20,21,9,9,9,9,9,9,32,30,31,15,42,60,0,0,0,16,7,13,2,4,0,0,32,0,25
"273",383,1,10,5,4,20,10,7,3,4,2,10,8,7,10,9,7,20,10,7,3,4,1,10,7,5,62,10,8,10,7,7,8,3,6,6,3,4,5,5,5,3,3,4,6,7,7,6,3,2,6,5,5,8,3,5,3,6,5,6,4,4,5,6,8,5,6,0,9,1,7,0,7,0,5,1,6,1,3,4,4,5,5,3,4,4,3,1,1,0,6,5,2,5,2,2,2,2,1,2,2,4,3,6,7,5,3,2,7,1,2,5,5,6,3,9,1,2,2,4,6,7,2,2,3,4,4,1,3,2,3,2,1,3,2,3,2,7,8,3,7,5,7,5,3,3,7,5,6,3,8,1,19,3,2,2,2,4,420,6,6,1,0,1,72,3,10,6,24,30,42,8,8,15,24,32,-0.480188989535366,0,23,18,17,15,90,153,105,17,19,8,3,4,9,5,9,3,5,4,3,2,2,16,15,11,4,9,8,9,9,8,28,31,28,19,46,80,14,7,11,21,12,19,2,6,0,0,25,10,18
"274",384,1,10,9,7,NA,8,6,1,8,1,10,3,3,1,10,10,25,10,1,0,4,0,10,1,1,51,7,10,10,10,10,10,8,4,9,5,8,2,2,8,3,2,2,8,9,8,2,0,0,0,6,0,9,1,2,2,2,8,7,1,1,2,5,3,1,4,1,8,0,4,0,4,0,0,0,8,1,1,0,2,1,1,1,0,3,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,3,9,9,9,0,0,0,5,5,3,6,4,6,5,4,3,4,4,4,7,3,8,0,4,8,9,0,7,8,7,5,4,9,1,23,3,1,3,1,3,11,2,13,1,1,1,81,0,0,6,18,72,63,0,0,0,25,15,0.23,0,6,17,20,20,153,200,20,5,6,3,9,9,2,9,15,0,1,1,1,0,1,8,8,4,8,8,9,9,9,9,28,26,26,6,72,65,2,0,0,1,0,0,2,1,0,0,0,0,0
"275",385,1,10,10,8,20,4,8,1,15,2,10,5,4,10,6,10,20,4,3,1,15,3,10,4,7,11,10,10,10,10,9,8,8,3,4,3,3,6,5,3,0,1,5,5,7,7,5,3,4,1,6,3,7,3,3,2,5,3,7,2,3,6,4,6,2,5,1,8,2,6,0,7,0,4,1,7,1,1,0,3,0,0,1,6,1,0,0,7,0,5,0,0,1,0,0,0,3,1,3,0,6,0,2,5,0,5,0,0,0,2,1,0,1,1,7,3,1,0,6,4,6,0,1,4,4,2,4,4,4,3,4,5,4,4,4,4,7,1,9,6,5,8,8,2,7,8,6,8,1,9,1,19,4,1,1,2,4,70,6,25760,0,0,1,49,9,3,0,30,12,42,0,3,24,16,12,-0.520998089265817,0,9,20,20,17,200,120,68,5,8,12,8,6,8,12,12,5,6,6,4,2,2,20,12,13,7,8,7,9,9,8,28,29,28,12,15,44,1,4,9,12,2,3,2,0,0,8,18,12,40
"276",386,1,10,9,10,10,10,1,NA,1,NA,10,3,3,10,2,5,NA,NA,NA,NA,NA,NA,10,2,5,0.5,3,10,7,3,10,5,0,5,3,3,2,7,9,2,7,9,9,3,9,5,9,8,5,6,6,0,2,8,9,9,2,10,8,6,7,10,9,8,6,1,5,7,6,1,5,4,6,0,0,3,3,4,4,4,4,4,3,2,4,4,4,4,4,4,1,0,7,7,0,7,7,9,7,0,7,0,6,9,9,9,9,7,0,7,9,7,9,6,9,0,0,0,7,4,9,0,0,6,6,5,1,3,3,3,3,7,4,4,6,5,9,0,3,1,9,9,9,9,9,9,9,7,2,9,1,18,4,3,1,1,1,13,5,13,1,0,1,18,0,0,0,14,40,72,0,0,60,54,40,-0.579165462529421,0,7,13,10,15,117,20,30,19,17,16,3,9,17,8,15,6,7,7,6,0,4,23,32,19,3,4,3,4,3,9,15,12,15,0,40,148,15,23,14,33,23,31,0,6,0,0,18,0,5
"277",387,1,8,4,5,15,6,4,0,10,3,10,8,8,10,9,9,17,6,10,2,13,4,10,10,10,100,8,10,7,6,7,8,4,6,7,3,4,4,3,5,4,4,4,5,6,4,4,2,1,4,6,4,9,2,2,4,4,4,4,1,1,1,1,2,3,6,2,8,0,7,2,8,1,7,1,7,2,4,3,1,2,3,5,3,1,3,0,2,0,7,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,9,3,0,4,6,5,7,1,2,2,4,3,1,3,3,4,3,2,2,3,3,2,5,6,4,4,4,6,6,5,8,9,8,7,2,8,1,18,3,1,1,2,6,NA,6,NA,0,0,1,81,6,0,16,24,20,28,1,2,2,4,6,-0.705812777380113,0,19,18,13,15,72,117,150,12,15,9,5,5,6,6,11,2,5,4,4,3,5,14,15,16,6,7,9,7,8,8,27,31,30,22,23,14,0,0,6,1,1,0,4,5,0,0,21,14,28
"278",389,1,10,9,9,20,10,8,2,10,4,10,10,10,10,2,10,20,5,1,1,8,2,10,1,6,2,6,8,10,7,10,9,7,3,9,2,7,2,1,9,0,0,0,9,9,9,7,6,5,1,3,0,10,2,1,1,1,4,10,1,1,1,2,2,0,9,0,9,0,9,0,9,0,5,7,9,4,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,9,0,0,0,3,0,0,2,1,9,0,9,0,0,0,4,4,9,0,0,0,2,3,4,4,4,4,4,4,4,4,4,4,5,5,4,1,0,3,9,0,0,8,5,6,3,9,1,18,3,1,1,2,2,96,1,2,1,1,1,90,0,0,0,4,16,90,0,0,0,4,6,-0.205676050822901,0,15,14,17,19,126,34,19,13,0,0,8,9,13,13,12,0,2,0,0,0,0,6,1,0,9,9,9,9,9,2,36,36,25,0,16,14,0,0,6,12,3,12,4,5,0,0,50,0,35
